1.115841e-01	3.007705e-01	3.611480e-01	2.264974e-01	
1.495505e-01	1.420733e-01	3.358131e-01	3.725632e-01	
1.273799e-01	1.783351e-01	3.729897e-01	3.212953e-01	
2.434177e-01	1.620976e-01	2.399815e-01	3.545031e-01	
2.198049e-01	2.630016e-01	2.684945e-01	2.486990e-01	
3.088999e-01	2.325283e-01	2.110402e-01	2.475316e-01	
2.610751e-01	2.461842e-01	2.834105e-01	2.093301e-01	
2.590315e-01	1.273568e-01	2.819773e-01	3.316344e-01	
1.598552e-01	1.215607e-01	3.717930e-01	3.467912e-01	
1.262503e-01	1.116579e-01	3.808585e-01	3.812334e-01	
1.155449e-01	1.286496e-01	3.836988e-01	3.721067e-01	
1.023138e-01	1.548361e-01	3.971314e-01	3.457187e-01	
9.071240e-02	1.744138e-01	3.921810e-01	3.426927e-01	
1.118688e-01	2.359193e-01	3.028694e-01	3.493425e-01	
1.295061e-01	3.111732e-01	3.122174e-01	2.471034e-01	
3.414605e-01	1.993936e-01	1.804680e-01	2.786779e-01	
3.752896e-01	2.175526e-01	1.702629e-01	2.368949e-01	
3.142891e-01	2.650716e-01	2.429457e-01	1.776936e-01	
2.664957e-01	1.604089e-01	3.296226e-01	2.434727e-01	
2.126905e-01	7.446600e-02	3.740783e-01	3.387653e-01	
1.306972e-01	6.893385e-02	3.853726e-01	4.149963e-01	
9.831640e-02	8.114090e-02	3.901272e-01	4.304154e-01	
8.659010e-02	1.049008e-01	4.222982e-01	3.862109e-01	
6.434220e-02	1.416631e-01	4.505616e-01	3.434331e-01	
3.997585e-02	1.977765e-01	4.291651e-01	3.330825e-01	
1.333602e-01	1.520587e-01	2.296754e-01	4.849058e-01	
1.674361e-01	3.072387e-01	2.071446e-01	3.181807e-01	
3.789185e-01	2.869304e-01	1.445514e-01	1.895998e-01	
4.939099e-01	1.615930e-01	1.967387e-01	1.477585e-01	
1.710742e-01	1.479116e-01	5.631628e-01	1.178515e-01	
1.197204e-01	3.811095e-02	4.814241e-01	3.607445e-01	
8.330075e-02	6.751980e-02	4.278308e-01	4.213486e-01	
7.044405e-02	8.907935e-02	4.258536e-01	4.146230e-01	
4.038475e-02	1.303813e-01	4.159565e-01	4.132775e-01	
6.155810e-02	9.560820e-02	2.053690e-01	6.374647e-01	
1.393011e-01	3.118015e-01	1.107039e-01	4.381935e-01	
7.215510e-02	6.833904e-01	1.683946e-01	7.605990e-02	
1.159257e-01	4.939339e-01	2.452092e-01	1.449312e-01	
1.841055e-01	2.298824e-01	2.874774e-01	2.985348e-01	
3.114389e-01	7.992850e-02	2.769129e-01	3.317196e-01	
2.030825e-01	8.729910e-02	3.667384e-01	3.428799e-01	
1.479744e-01	8.280410e-02	3.483429e-01	4.208787e-01	
1.282746e-01	1.024502e-01	3.733509e-01	3.959243e-01	
9.910840e-02	1.115764e-01	4.118813e-01	3.774338e-01	
9.533140e-02	1.349848e-01	3.879893e-01	3.816945e-01	
1.060845e-01	2.616889e-01	3.396612e-01	2.925655e-01	
2.982061e-01	2.960471e-01	1.463154e-01	2.594315e-01	
4.031690e-01	3.209019e-01	1.364318e-01	1.394971e-01	
5.029362e-01	1.892243e-01	1.492840e-01	1.585556e-01	
2.818094e-01	1.904790e-01	3.571029e-01	1.706088e-01	
2.440993e-01	5.173795e-02	2.740766e-01	4.300862e-01	
1.146900e-01	8.402155e-02	3.371170e-01	4.641714e-01	
1.010026e-01	9.409390e-02	3.846986e-01	4.202049e-01	
8.669955e-02	1.140330e-01	4.392297e-01	3.600378e-01	
7.195685e-02	1.438741e-01	4.665624e-01	3.176067e-01	
3.379365e-02	2.662166e-01	4.511382e-01	2.488515e-01	
2.353437e-01	2.603200e-01	1.487481e-01	3.555882e-01	
2.013472e-01	5.984632e-01	9.429390e-02	1.058957e-01	
4.550322e-01	4.414974e-01	4.562895e-02	5.784155e-02	
4.016508e-01	3.843460e-01	1.656307e-01	4.837245e-02	
2.774636e-01	1.254549e-01	3.470548e-01	2.500268e-01	
1.254820e-01	7.470960e-02	4.353314e-01	3.644771e-01	
1.068237e-01	7.970935e-02	4.159988e-01	3.974681e-01	
9.243235e-02	1.062549e-01	4.036399e-01	3.976729e-01	
6.973115e-02	1.290652e-01	3.917944e-01	4.094093e-01	
5.987240e-02	1.249801e-01	3.803451e-01	4.348024e-01	
2.545455e-01	1.435573e-01	1.359212e-01	4.659760e-01	
2.020269e-01	4.434621e-01	1.759976e-01	1.785134e-01	
3.548054e-01	3.071705e-01	1.698339e-01	1.681903e-01	
1.686876e-01	3.378336e-01	3.629591e-01	1.305197e-01	
2.521877e-01	5.287765e-02	3.073647e-01	3.875699e-01	
1.576316e-01	7.666605e-02	4.207913e-01	3.449111e-01	
1.200516e-01	7.936305e-02	4.010566e-01	3.995287e-01	
9.620995e-02	9.824910e-02	4.037408e-01	4.018001e-01	
7.792940e-02	1.233878e-01	3.999675e-01	3.987153e-01	
7.147710e-02	1.594849e-01	3.517920e-01	4.172460e-01	
7.350260e-02	2.332001e-01	3.352213e-01	3.580759e-01	
2.729131e-01	2.302543e-01	1.491948e-01	3.476378e-01	
3.101262e-01	3.526005e-01	1.657753e-01	1.714980e-01	
4.458889e-01	2.012415e-01	1.808779e-01	1.719918e-01	
2.270942e-01	1.767782e-01	4.354538e-01	1.606737e-01	
9.948555e-02	9.873305e-02	5.075097e-01	2.942716e-01	
1.241353e-01	6.218665e-02	4.027591e-01	4.109191e-01	
1.062654e-01	9.006280e-02	3.987226e-01	4.049492e-01	
7.923030e-02	1.037601e-01	3.985099e-01	4.184998e-01	
7.197570e-02	1.194257e-01	3.729273e-01	4.356713e-01	
1.361110e-01	2.587480e-01	2.353924e-01	3.697487e-01	
3.566496e-01	4.292663e-01	4.892035e-02	1.651637e-01	
4.356683e-01	4.622167e-01	5.733245e-02	4.478260e-02	
6.034561e-01	1.978418e-01	1.042046e-01	9.449755e-02	
3.439271e-01	1.661530e-01	3.244809e-01	1.654390e-01	
2.308543e-01	5.582090e-02	3.080317e-01	4.052930e-01	
1.469081e-01	6.478745e-02	3.277218e-01	4.605826e-01	
1.073657e-01	8.313220e-02	3.688079e-01	4.406942e-01	
8.976340e-02	9.547710e-02	4.236856e-01	3.910739e-01	
7.322055e-02	1.243708e-01	4.560422e-01	3.463665e-01	
9.713830e-02	1.837056e-01	3.795983e-01	3.395577e-01	
1.080943e-01	4.098683e-01	1.955655e-01	2.864719e-01	
1.802003e-01	5.195588e-01	1.513802e-01	1.488607e-01	
3.338250e-01	3.891186e-01	1.459647e-01	1.310918e-01	
4.241411e-01	1.811977e-01	2.219279e-01	1.727334e-01	
1.900172e-01	1.792897e-01	3.704550e-01	2.602380e-01	
1.268526e-01	8.394410e-02	3.731948e-01	4.160085e-01	
1.104167e-01	9.512450e-02	3.787798e-01	4.156790e-01	
1.009514e-01	1.239742e-01	3.970092e-01	3.780651e-01	
8.100990e-02	1.456939e-01	4.207045e-01	3.525918e-01	
7.992675e-02	1.867686e-01	3.713210e-01	3.619836e-01	
1.164742e-01	2.598449e-01	2.926807e-01	3.310002e-01	
1.771728e-01	2.271443e-01	3.328548e-01	2.628280e-01	
5.240954e-01	1.046743e-01	1.426621e-01	2.285682e-01	
7.189032e-01	6.635870e-02	7.113355e-02	1.436046e-01	
4.164813e-01	8.403715e-02	3.921242e-01	1.073574e-01	
6.880905e-02	9.795865e-02	6.721838e-01	1.610485e-01	
1.298784e-01	3.599670e-02	4.102784e-01	4.238465e-01	
8.831665e-02	6.818890e-02	4.168616e-01	4.266328e-01	
6.565340e-02	8.134580e-02	4.220162e-01	4.309846e-01	
4.249665e-02	1.102401e-01	3.471998e-01	5.000634e-01	
1.385955e-01	1.818615e-01	1.199216e-01	5.596215e-01	
1.619919e-01	4.950870e-01	1.466005e-01	1.963206e-01	
2.865860e-01	3.810488e-01	1.886914e-01	1.436737e-01	
3.052063e-01	1.691843e-01	3.184385e-01	2.071709e-01	
1.726351e-01	1.159229e-01	4.688220e-01	2.426200e-01	
1.825072e-01	4.977285e-02	3.600805e-01	4.076394e-01	
1.404915e-01	6.137305e-02	3.464218e-01	4.517137e-01	
1.026279e-01	8.472595e-02	3.887974e-01	4.238487e-01	
7.905080e-02	9.679545e-02	4.331141e-01	3.910396e-01	
6.728010e-02	1.305512e-01	4.146972e-01	3.874716e-01	
6.940825e-02	2.028463e-01	3.576582e-01	3.700873e-01	
2.183279e-01	2.026172e-01	2.168921e-01	3.621627e-01	
1.834184e-01	4.091235e-01	1.883614e-01	2.190968e-01	
2.165450e-01	3.814803e-01	2.234944e-01	1.784804e-01	
2.412230e-01	2.958238e-01	2.658283e-01	1.971248e-01	
2.815139e-01	1.549929e-01	2.750560e-01	2.884371e-01	
2.277452e-01	1.070087e-01	3.475058e-01	3.177403e-01	
1.737049e-01	8.940330e-02	3.451502e-01	3.917415e-01	
1.525846e-01	1.012492e-01	3.480783e-01	3.980880e-01	
1.262427e-01	1.146431e-01	3.747452e-01	3.843689e-01	
1.091549e-01	1.258241e-01	3.839962e-01	3.810247e-01	
1.143220e-01	1.594528e-01	3.568045e-01	3.694208e-01	
1.688310e-01	2.112305e-01	3.024247e-01	3.175137e-01	
1.837728e-01	3.289805e-01	2.319153e-01	2.553313e-01	
2.304893e-01	3.100488e-01	2.373863e-01	2.220756e-01	
2.576485e-01	2.216687e-01	2.583102e-01	2.623725e-01	
2.178126e-01	1.836358e-01	3.292120e-01	2.693395e-01	
1.468077e-01	1.655796e-01	3.500055e-01	3.376072e-01	
1.423696e-01	1.459888e-01	3.685056e-01	3.431361e-01	
3.007590e-01	1.118865e-01	2.266182e-01	3.607363e-01	
