1.828722e-02	2.476168e-02	4.265769e-02	2.559384e-02	4.055636e-02	4.689346e-02	8.815818e-02	1.255821e-01	6.368558e-02	3.325335e-02	1.182247e-01	1.463217e-01	2.941711e-02	3.639225e-02	8.270534e-02	7.750942e-02	
1.755416e-02	4.201844e-02	6.459949e-02	2.777417e-02	1.412494e-02	2.894722e-02	4.861862e-02	4.960996e-02	4.455342e-02	4.110694e-02	1.302308e-01	1.158547e-01	3.526582e-02	7.717478e-02	1.569801e-01	1.055864e-01	
4.192737e-02	2.422855e-02	2.876157e-02	1.658056e-02	4.146724e-02	4.123636e-02	3.295202e-02	7.359186e-02	1.770505e-01	3.393672e-02	3.695854e-02	1.524832e-01	8.013360e-02	4.707253e-02	8.152849e-02	9.009053e-02	
9.379855e-02	1.580309e-01	7.545010e-02	1.329835e-02	2.985416e-02	5.462646e-02	3.160403e-02	3.038950e-02	8.453916e-02	2.664486e-02	2.296505e-02	4.605154e-02	6.295425e-02	1.041853e-01	9.488807e-02	7.071854e-02	
1.185484e-01	1.167832e-01	2.827361e-02	7.542107e-03	1.292448e-01	1.116637e-01	3.810703e-02	6.447199e-02	1.402502e-01	1.097537e-02	1.221229e-02	6.146939e-02	5.855162e-02	4.510515e-02	3.553034e-02	2.127084e-02	
2.010654e-01	1.513851e-01	7.693448e-02	1.721116e-02	8.884789e-02	1.056210e-01	4.413602e-02	4.592255e-02	5.326656e-02	5.171402e-03	2.096469e-02	3.472005e-02	5.020931e-02	4.785740e-02	4.103052e-02	1.565738e-02	
2.173515e-01	4.188210e-02	8.202582e-02	5.212902e-02	9.176037e-02	4.535506e-02	5.443850e-02	1.184808e-01	4.892774e-02	4.468188e-03	4.103523e-02	8.863455e-02	3.804455e-02	1.789654e-02	4.080541e-02	1.676444e-02	
8.470651e-02	4.268114e-02	1.417734e-01	1.269230e-01	2.024836e-02	8.596832e-03	2.516754e-02	5.558915e-02	2.568352e-02	8.051928e-03	1.032442e-01	8.132529e-02	5.648417e-02	3.597826e-02	1.170152e-01	6.653117e-02	
1.339904e-02	2.511295e-02	6.823355e-02	8.037736e-02	1.104333e-02	4.192852e-03	2.173149e-02	5.834049e-02	3.591280e-02	1.839137e-02	1.896577e-01	1.432385e-01	4.841067e-02	3.364677e-02	1.425238e-01	1.057873e-01	
4.813932e-03	2.484367e-02	4.110732e-02	3.800125e-02	9.303219e-03	4.130903e-03	2.533893e-02	4.257089e-02	3.685252e-02	3.273762e-02	2.046971e-01	1.478591e-01	4.137276e-02	4.288785e-02	1.557168e-01	1.477664e-01	
2.923539e-03	3.368335e-02	3.716164e-02	1.857376e-02	8.239170e-03	7.223181e-03	4.840663e-02	4.073087e-02	3.295029e-02	5.930458e-02	1.954605e-01	1.391448e-01	2.945974e-02	5.654468e-02	1.550563e-01	1.351370e-01	
2.208214e-03	2.738378e-02	3.404423e-02	9.936506e-03	5.350762e-03	1.524171e-02	9.035351e-02	4.580980e-02	3.446581e-02	9.791148e-02	1.603281e-01	1.433797e-01	1.650564e-02	5.862083e-02	1.499364e-01	1.085236e-01	
2.752782e-03	3.300113e-02	1.749774e-02	5.278769e-03	4.734585e-03	6.850350e-02	8.326961e-02	4.265010e-02	5.825889e-02	1.857187e-01	4.905828e-02	1.416263e-01	1.277032e-02	1.064223e-01	9.485236e-02	9.360463e-02	
1.023578e-02	3.835814e-02	2.771987e-02	2.202783e-03	1.417304e-02	2.558558e-01	1.017448e-01	2.187197e-02	6.938483e-02	7.619056e-02	2.477345e-02	7.432915e-02	1.722370e-02	1.027140e-01	1.131038e-01	5.011824e-02	
6.974158e-02	2.579929e-02	1.405957e-02	1.416906e-03	1.588637e-01	2.066983e-01	4.535818e-02	6.219837e-02	1.825955e-01	8.321208e-03	6.036579e-03	7.038871e-02	6.084485e-02	2.289911e-02	4.247886e-02	2.229932e-02	
2.336174e-01	2.022570e-01	2.891334e-02	7.257832e-03	1.783455e-01	2.085829e-02	1.692535e-02	4.758879e-02	8.576926e-02	1.501683e-03	4.803551e-03	1.585870e-02	4.919664e-02	2.382763e-02	2.860643e-02	5.467260e-02	
1.865146e-01	2.872023e-01	5.162901e-02	2.158284e-02	1.514167e-01	4.228350e-02	2.280549e-02	3.193901e-02	5.744052e-02	8.334569e-04	8.580396e-03	1.239429e-02	5.190011e-02	2.481214e-02	3.183159e-02	1.683408e-02	
2.379382e-01	8.089136e-02	9.909361e-02	2.934872e-02	1.114509e-01	7.092789e-02	9.642734e-02	7.632527e-02	3.124690e-02	1.604532e-03	3.595500e-02	4.604006e-02	2.822459e-02	1.373128e-02	3.374035e-02	7.054010e-03	
1.950220e-01	1.535811e-02	1.207408e-01	7.773963e-02	2.991756e-02	7.001576e-03	4.192343e-02	8.831250e-02	3.579530e-02	2.001604e-03	1.062804e-01	1.211390e-01	6.554551e-02	8.730680e-03	6.938733e-02	1.510454e-02	
1.918508e-02	1.260206e-02	9.399170e-02	2.005016e-01	2.996831e-03	4.671434e-04	6.827359e-03	2.280064e-02	3.242009e-02	3.870081e-03	1.444093e-01	1.576325e-01	5.399279e-02	1.306838e-02	1.376374e-01	9.759712e-02	
1.648122e-03	1.176750e-02	3.273637e-02	6.244280e-02	4.664994e-03	4.785817e-04	6.701345e-03	1.816275e-02	2.521930e-02	9.199505e-03	1.972274e-01	1.512196e-01	2.417342e-02	1.899731e-02	1.855332e-01	2.498279e-01	
7.794855e-04	1.915091e-02	2.119317e-02	1.458228e-02	1.076410e-02	7.506495e-04	1.157425e-02	1.735390e-02	2.195728e-02	1.949137e-02	2.537787e-01	1.269709e-01	1.782383e-02	2.538660e-02	2.039167e-01	2.345258e-01	
3.445904e-04	2.832874e-02	1.796133e-02	4.690033e-03	5.383059e-03	2.594905e-03	3.305549e-02	2.374602e-02	1.063044e-02	6.591389e-02	2.803968e-01	1.335217e-01	8.998710e-03	4.591650e-02	1.862913e-01	1.522265e-01	
1.845985e-04	8.371671e-03	1.444180e-02	2.358594e-03	8.947334e-04	1.053192e-02	9.849517e-02	3.283220e-02	7.553017e-03	1.550199e-01	1.985769e-01	1.565550e-01	3.026436e-03	4.464199e-02	1.641613e-01	1.023546e-01	
1.542438e-03	4.187085e-03	4.009023e-03	1.920382e-03	1.154642e-02	5.090292e-02	6.933129e-02	8.678486e-02	1.164508e-01	7.460045e-02	1.063294e-02	2.739909e-01	1.781921e-02	4.134887e-02	7.613140e-02	1.588009e-01	
2.560431e-02	1.117182e-01	7.542924e-03	2.493594e-03	1.858635e-02	1.276788e-01	1.608103e-02	8.693145e-03	4.513725e-02	5.123030e-02	3.491993e-03	6.024497e-02	7.273125e-02	2.341857e-01	6.693516e-02	1.476451e-01	
